loss,discrimination_dp,discrimination_y_0,discrimination_y_1,discrimination_eod,accuracy,pred1
0.06882914900779724,0.06519999999999998,0.0005640777221594274,0.0033563831409610945,0.001960230431560261,0.9834,0.5944
