loss,discrimination_dp,discrimination_y_0,discrimination_y_1,discrimination_eod,accuracy,pred1
0.12722903490066528,0.07540000000000002,0.001306922605676945,0.008322499969047548,0.004814711287362246,0.9822,0.5594
