loss,discrimination_dp,discrimination_y_0,discrimination_y_1,discrimination_eod,accuracy,pred1
0.2087603062391281,0.19260000000000002,0.07740982232299057,0.11046205965965639,0.09393594099132348,0.9172,0.5066
