loss,discrimination_dp,discrimination_y_0,discrimination_y_1,discrimination_eod,accuracy,pred1
0.1943582445383072,0.07140000000000002,0.005070419343508159,0.028105444110716138,0.01658793172711215,0.9124,0.5634
