log_prob_true,time_log_prob,loss,log_prob,val_time_log_prob,val_loss,val_log_prob,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,log_px_z,kl_z,elbo,objective,time_forward
-4.454781532287598,17.559146881103516,14.10326099395752,-14.10326099395752,19.052886962890625,14.103262901306152,-14.103262901306152,0,19,,,,,,,,,,,
-4.454781532287598,19.77748680114746,10.928570747375488,-10.928570747375488,21.41033935546875,10.928570747375488,-10.928570747375488,1,39,49.619468688964844,0.028611183166503906,-4.311213970184326,-0.14876222610473633,49.619468688964844,0.028611183166503906,,,,,
,,18.51909065246582,,,,,2,49,,,,,,,-12.496261596679688,6.022830009460449,-18.51909065246582,-18.51909065246582,22.969675064086914
-4.454781532287598,19.877910614013672,9.791047096252441,-9.791047096252441,21.352205276489258,9.791048049926758,-9.791048049926758,2,59,,,,,,,,,,,
-4.454781532287598,19.713211059570312,9.14242172241211,-9.14242172241211,20.90054702758789,9.142422676086426,-9.142422676086426,3,79,,,,,,,,,,,
,,17.16485023498535,,,,,4,99,,,,,,,-11.02453327178955,6.140315532684326,-17.16485023498535,-17.16485023498535,32.40476608276367
-4.454781532287598,20.591449737548828,8.9872465133667,-8.9872465133667,21.70208168029785,8.9872465133667,-8.9872465133667,4,99,,,,,,,,,,,
-4.454781532287598,20.6281681060791,8.880683898925781,-8.880683898925781,21.77321434020996,8.880683898925781,-8.880683898925781,5,119,,,,,,,,,,,
-4.454781532287598,19.468975067138672,8.783513069152832,-8.783513069152832,20.657590866088867,8.783513069152832,-8.783513069152832,6,139,,,,,,,,,,,
,,16.670406341552734,,,,,7,149,,,,,,,-10.718209266662598,5.952197551727295,-16.670406341552734,-16.670406341552734,22.47327995300293
-4.454781532287598,21.466066360473633,8.723915100097656,-8.723915100097656,22.639249801635742,8.723916053771973,-8.723916053771973,7,159,,,,,,,,,,,
-4.454781532287598,17.057132720947266,8.591657638549805,-8.591657638549805,18.788034439086914,8.591657638549805,-8.591657638549805,8,179,,,,,,,,,,,
,,15.948936462402344,,,,,9,199,,,,,,,-9.872855186462402,6.076080322265625,-15.948936462402344,-15.948936462402344,27.71396827697754
-4.454781532287598,17.452716827392578,8.952747344970703,-8.952747344970703,19.009096145629883,8.952747344970703,-8.952747344970703,9,199,,,,,,,,,,,
-4.454781532287598,17.888927459716797,9.343565940856934,-9.343565940856934,19.108922958374023,9.343565940856934,-9.343565940856934,10,219,,,,,,,,,,,
-4.454781532287598,18.793392181396484,8.681413650512695,-8.681413650512695,20.533266067504883,8.681413650512695,-8.681413650512695,11,239,46.159141540527344,0.020392894744873047,-4.1954569816589355,-0.2645189166069031,46.159141540527344,0.020392894744873047,,,,,
,,16.838550567626953,,,,,12,249,,,,,,,-10.745128631591797,6.093422889709473,-16.838550567626953,-16.838550567626953,20.115636825561523
-4.454781532287598,17.241573333740234,9.215335845947266,-9.215335845947266,18.856515884399414,9.21533489227295,-9.21533489227295,12,259,,,,,,,,,,,
-4.454781532287598,16.584300994873047,9.288290977478027,-9.288290977478027,18.058805465698242,9.288290977478027,-9.288290977478027,13,279,,,,,,,,,,,
,,16.963199615478516,,,,,14,299,,,,,,,-11.073810577392578,5.889389991760254,-16.963199615478516,-16.963199615478516,27.412878036499023
-4.454781532287598,16.89319610595703,8.996994018554688,-8.996994018554688,18.468996047973633,8.996994972229004,-8.996994972229004,14,299,,,,,,,,,,,
-4.454781532287598,18.282127380371094,9.740302085876465,-9.740302085876465,19.917625427246094,9.740301132202148,-9.740301132202148,15,319,,,,,,,,,,,
-4.454781532287598,21.08201789855957,8.906908988952637,-8.906908988952637,21.899574279785156,8.906908988952637,-8.906908988952637,16,339,,,,,,,,,,,
,,15.681652069091797,,,,,17,349,,,,,,,-9.154181480407715,6.527470588684082,-15.681652069091797,-15.681652069091797,19.499101638793945
-4.454781532287598,16.977310180664062,9.167248725891113,-9.167248725891113,18.69606590270996,9.167248725891113,-9.167248725891113,17,359,,,,,,,,,,,
