loss,discrimination_dp,discrimination_y_0,discrimination_y_1,discrimination_eod,accuracy,pred1
0.15556876361370087,0.09679999999999997,0.011101995960096278,0.012188945505524962,0.01164547073281062,0.9802,0.576
