loss,discrimination_dp,discrimination_y_0,discrimination_y_1,discrimination_eod,accuracy,pred1
0.12076763063669205,0.15720000000000003,0.019944384351653837,0.041102693682187774,0.030523539016920807,0.9652,0.546
