log_prob_true,time_log_prob,loss,log_prob,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,time_forward
-5.606074333190918,4.6199798583984375,7.701782703399658,-7.701782703399658,4.6199798583984375,7.701782703399658,-7.701782703399658,0.0,nan,0,4,,,,,,,
-5.606074333190918,4.344844818115234,7.618039131164551,-7.618039131164551,4.344844818115234,7.618039131164551,-7.618039131164551,,,1,9,16.252708435058594,0.0044296979904174805,-14.871580123901367,9.442462921142578,16.252708435058594,0.0044296979904174805,
-5.606074333190918,5.252742767333984,7.543603897094727,-7.543603897094727,5.252742767333984,7.543603897094727,-7.543603897094727,,,2,14,,,,,,,
-5.606074333190918,3.091144561767578,7.476970195770264,-7.476970195770264,3.091144561767578,7.476970195770264,-7.476970195770264,,,3,19,,,,,,,
-5.606074333190918,2.777099609375,7.416014194488525,-7.416014194488525,2.777099609375,7.416014194488525,-7.416014194488525,,,4,24,,,,,,,
-5.606074333190918,3.951740264892578,7.35901403427124,-7.35901403427124,3.951740264892578,7.35901403427124,-7.35901403427124,0.0,nan,5,29,,,,,,,
-5.606074333190918,5.828666687011719,7.305091381072998,-7.305091381072998,5.828666687011719,7.305091381072998,-7.305091381072998,,,6,34,,,,,,,
-5.606074333190918,5.708217620849609,7.2530107498168945,-7.2530107498168945,5.708217620849609,7.2530107498168945,-7.2530107498168945,,,7,39,,,,,,,
-5.606074333190918,5.440521240234375,7.202362537384033,-7.202362537384033,5.440521240234375,7.202362537384033,-7.202362537384033,,,8,44,,,,,,,
,,5.443749904632568,-5.443749904632568,,,,,,9,49,,,,,,,1.8625259399414062
-5.606074333190918,5.8246612548828125,7.15258264541626,-7.15258264541626,5.8246612548828125,7.15258264541626,-7.15258264541626,,,9,49,,,,,,,
-5.606074333190918,5.848979949951172,7.103678226470947,-7.103678226470947,5.848979949951172,7.103678226470947,-7.103678226470947,0.0,nan,10,54,,,,,,,
-5.606074333190918,3.712749719619751,7.055907726287842,-7.055907726287842,3.712749481201172,7.055907726287842,-7.055907726287842,,,11,59,15.864181518554688,0.003235221141949296,-11.836853981018066,6.081306457519531,15.864181518554688,0.0032352209091186523,
-5.606074333190918,5.446815490722656,7.008835792541504,-7.008835792541504,5.446815490722656,7.008835792541504,-7.008835792541504,,,12,64,,,,,,,
-5.606074333190918,4.547119140625,6.962890625,-6.962890625,4.547119140625,6.962890625,-6.962890625,,,13,69,,,,,,,
-5.606074333190918,4.115200042724609,6.9180006980896,-6.9180006980896,4.115200042724609,6.9180006980896,-6.9180006980896,,,14,74,,,,,,,
-5.606074333190918,3.76129150390625,6.874143600463867,-6.874143600463867,3.76129150390625,6.874143600463867,-6.874143600463867,0.0,nan,15,79,,,,,,,
-5.606074333190918,3.8684842586517334,6.831490516662598,-6.831490516662598,3.8684844970703125,6.831490516662598,-6.831490516662598,,,16,84,,,,,,,
-5.606074333190918,5.501079559326172,6.789670467376709,-6.789670467376709,5.501079559326172,6.789670467376709,-6.789670467376709,,,17,89,,,,,,,
-5.606074333190918,5.883216857910156,6.749019622802734,-6.749019622802734,5.883216857910156,6.749019622802734,-6.749019622802734,,,18,94,,,,,,,
,,5.0094428062438965,-5.0094428062438965,,,,,,19,99,,,,,,,0.8492469787597656
-5.606074333190918,3.673267126083374,6.709301471710205,-6.709301471710205,3.673267364501953,6.709301471710205,-6.709301471710205,,,19,99,,,,,,,
-5.606074333190918,5.336952209472656,6.6704936027526855,-6.6704936027526855,5.336952209472656,6.6704936027526855,-6.6704936027526855,0.0,nan,20,104,,,,,,,
-5.606074333190918,5.292797088623047,6.632588863372803,-6.632588863372803,5.292797088623047,6.632588863372803,-6.632588863372803,,,21,109,19.015026092529297,0.003129720687866211,-9.709553718566895,3.8667376041412354,19.015026092529297,0.003129720687866211,
-5.606074333190918,5.070686340332031,6.59584379196167,-6.59584379196167,5.070686340332031,6.59584379196167,-6.59584379196167,,,22,114,,,,,,,
-5.606074333190918,5.3821563720703125,6.560021877288818,-6.560021877288818,5.3821563720703125,6.560021877288818,-6.560021877288818,,,23,119,,,,,,,
-5.606074333190918,6.077480316162109,6.525202751159668,-6.525202751159668,6.077480316162109,6.525202751159668,-6.525202751159668,,,24,124,,,,,,,
-5.606074333190918,3.3636093139648438,6.4914069175720215,-6.4914069175720215,3.3636093139648438,6.4914069175720215,-6.4914069175720215,0.0,nan,25,129,,,,,,,
-5.606074333190918,4.548549652099609,6.458662509918213,-6.458662509918213,4.548549652099609,6.458662509918213,-6.458662509918213,,,26,134,,,,,,,
-5.606074333190918,4.121112823486328,6.427107810974121,-6.427107810974121,4.121112823486328,6.427107810974121,-6.427107810974121,,,27,139,,,,,,,
-5.606074333190918,5.660438537597656,6.396510601043701,-6.396510601043701,5.660438537597656,6.396510601043701,-6.396510601043701,,,28,144,,,,,,,
,,4.671793460845947,-4.671793460845947,,,,,,29,149,,,,,,,0.8341670036315918
-5.606074333190918,5.255603790283203,6.366896152496338,-6.366896152496338,5.255603790283203,6.366896152496338,-6.366896152496338,,,29,149,,,,,,,
-5.606074333190918,5.446052551269531,6.33837366104126,-6.33837366104126,5.446052551269531,6.33837366104126,-6.33837366104126,0.0,nan,30,154,,,,,,,
-5.606074333190918,5.680370330810547,6.310907363891602,-6.310907363891602,5.680370330810547,6.310907363891602,-6.310907363891602,,,31,159,20.10498046875,0.002142667770385742,-8.364954948425293,2.4399795532226562,20.10498046875,0.002142667770385742,
